id,does_the_excerpt_contain_a_prediction,does_the_excerpt_contain_a_prediction:confidence,sentence
937057234,no,1,"“It’s a silent one, and they’re winning,” he said."
937052174,no,1,They evaluate past stimulus programs by whether people who got stimulus money spent it on consumption goods rather save it.
937052173,no,1,"Fiscal stimulus advocates want money spent on consumption, not saved."
937053296,no,1,"Think Progress has the video, and it’s clear that Paul was completely shocked at the notion that government employment had fallen under Obama, rather than soaring."
937055177,no,1,"What I remember, then, was that the spirit of MIT economics in the 1970s was very much not one of intellectual imperialism."
937055029,no,0.6521,"Now, you might think that 3 percent of GDP is not that big a deal (although try finding $500 billion a year of spending cuts in the United States!)"
937052822,no,1,"In the discussion of Richard Koo, I’m seeing a number of people asserting (a) debt can’t be the solution to debt (b) inflation can’t possibly be helpful."
937054296,no,0.6876,The Fed should not be fighting against inflation until it sees the whites of its eyes.” And I mean exactly: Don’t tighten until you see the whites of inflation’s eyes — and at this point there is absolutely zero sign that inflation is nigh.
937056432,no,0.6745,"What’s going on in Greece represents a whole additional level of hurt, which nobody saw coming."
937052552,no,0.6615,"I’m starting to see another curious myth popping up in comments — namely, that I claimed that Japan’s policy of quantitative easing, which consisted simply of stuffing more reserves into the banks, would work."
937052712,no,1,And this is a good modern example.
937052488,no,1,"Anyway, back to the original point: it’s depressing to realize that two years into liquidity trap economics, the WSJ still doesn’t seem to understand the basic point of why the zero bound is a problem."
937057200,no,1,"But if you think about it for even a minute, that claim is truly bizarre."
937057070,no,0.6753,"It says that all the complaints that the Fed is artificially keeping rates low are nonsense; rates are low because that’s what the real economy wants, and the Fed’s only alternative would be to create a depression."
937054882,no,0.6981,"And creditor-country officials are acting as if they still expect that to happen, just as it has repeatedly over the past five years."
937052593,no,0.6516,"I haven’t specified the underlying macroeconomic model, but it seems safe to say that we’d be looking at a depressed real economy and deflationary pressures."
937056885,no,1,"So far, the Tax Policy Center has only done full analyses of the Jeb!"
937052246,no,0.6457,"As shown above, the interest rate the Fed would like to have is negative."
937053779,no,1,"One answer, I’d suggest, was his friendship and collaboration with Rudi Dornbusch, who was leading international macroeconomics in a direction very different from where Lucas and later Prescott were taking the domestic side of the field."
937053360,no,1,"As the report says, Britain demonstrated a fairly awesome commitment to austerity: To achieve its objectives the U.K. government implemented a policy mix of severe fiscal austerity and tight monetary policy."
937056801,no,1,"But even given what we knew a quarter-century ago, the problems with the euro were obvious."
937052286,no,1,"The second is that in the United States, fiscal policy was never forceful enough to provide a useful natural experiment."
937052713,no,1,Two small complaints.
937056376,no,1,"But Montier seems to have forgotten about housing, which is actually a fairly common problem among certain kinds of econocritics."
937053227,no,1,No proposals were specified that would generate that path.
937052458,no,1,"The red line (left scale) is nonresidential fixed investment spending – basically, business investment — as a percentage of GDP, from the BEA."
937054584,no,1,7
937052724,no,1,"In international macro we talk a lot about real exchange rates, which are price-level adjusted rates."
937056536,no,1,"Yes, average annual GDP in 2002 was much lower than average annual GDP in 2001 — but this mainly reflected the plunge during 2001, before the devaluation."
